Airline,Sentiment,Word,Count
Japan Airlines,Negative,crowded,1
Japan Airlines,Negative,areas,1
Japan Airlines,Negative,bags,1
Japan Airlines,Negative,within,1
Japan Airlines,Negative,minutes,1
Japan Airlines,Negative,getting,1
Japan Airlines,Neutral,flight,102
Japan Airlines,Neutral,jal,57
Japan Airlines,Neutral,service,40
Japan Airlines,Neutral,one,30
Japan Airlines,Neutral,meal,28
Japan Airlines,Neutral,hours,27
Japan Airlines,Neutral,get,27
Japan Airlines,Neutral,class,26
Japan Airlines,Neutral,tokyo,26
Japan Airlines,Neutral,cabin,25
Japan Airlines,Neutral,food,25
Japan Airlines,Neutral,airport,25
Japan Airlines,Neutral,narita,24
Japan Airlines,Neutral,business,23
Japan Airlines,Neutral,time,21
Japan Airlines,Neutral,airlines,21
Japan Airlines,Neutral,economy,19
Japan Airlines,Neutral,seats,18
Japan Airlines,Neutral,seat,18
Japan Airlines,Neutral,would,17
Japan Airlines,Neutral,first,17
Japan Airlines,Neutral,japan,17
Japan Airlines,Neutral,passengers,15
Japan Airlines,Neutral,hour,15
Japan Airlines,Neutral,check,15
Japan Airlines,Neutral,gate,15
Japan Airlines,Neutral,staff,14
Japan Airlines,Neutral,fly,14
Japan Airlines,Neutral,even,14
Japan Airlines,Neutral,japanese,13
Japan Airlines,Neutral,like,13
Japan Airlines,Neutral,also,13
Japan Airlines,Neutral,customer,13
Japan Airlines,Neutral,got,12
Japan Airlines,Neutral,back,12
Japan Airlines,Neutral,airline,11
Japan Airlines,Neutral,crew,11
Japan Airlines,Neutral,return,11
Japan Airlines,Neutral,haneda,11
Japan Airlines,Neutral,plane,11
Japan Airlines,Neutral,new,11
Japan Airlines,Neutral,minutes,11
Japan Airlines,Neutral,pcr,11
Japan Airlines,Neutral,asked,10
Japan Airlines,Neutral,still,10
Japan Airlines,Neutral,never,10
Japan Airlines,Neutral,told,10
Japan Airlines,Neutral,took,10
Japan Airlines,Neutral,international,10
Japan Airlines,Neutral,help,10
Japan Airlines,Neutral,entertainment,10
Japan Airlines,Neutral,ticket,10
Japan Airlines,Neutral,another,10
Japan Airlines,Neutral,bad,9
Japan Airlines,Neutral,limited,9
Japan Airlines,Neutral,left,9
Japan Airlines,Neutral,since,9
Japan Airlines,Neutral,way,9
Japan Airlines,Neutral,said,9
Japan Airlines,Neutral,due,9
Japan Airlines,Neutral,premium,9
Japan Airlines,Neutral,people,9
Japan Airlines,Neutral,via,9
Japan Airlines,Neutral,around,8
Japan Airlines,Neutral,drinks,8
Japan Airlines,Neutral,though,8
Japan Airlines,Neutral,flights,8
Japan Airlines,Neutral,lounge,8
Japan Airlines,Neutral,served,8
Japan Airlines,Neutral,call,8
Japan Airlines,Neutral,many,8
Japan Airlines,Neutral,bangkok,8
Japan Airlines,Neutral,good,8
Japan Airlines,Neutral,arrived,8
Japan Airlines,Neutral,tickets,8
Japan Airlines,Neutral,drink,8
Japan Airlines,Neutral,delay,8
Japan Airlines,Neutral,connecting,8
Japan Airlines,Neutral,two,7
Japan Airlines,Neutral,came,7
Japan Airlines,Neutral,experience,7
Japan Airlines,Neutral,last,7
Japan Airlines,Neutral,late,7
Japan Airlines,Neutral,although,7
Japan Airlines,Neutral,comfortable,7
Japan Airlines,Neutral,terrible,7
Japan Airlines,Neutral,given,7
Japan Airlines,Neutral,selection,7
Japan Airlines,Neutral,could,7
Japan Airlines,Neutral,made,7
Japan Airlines,Neutral,great,7
Japan Airlines,Neutral,arrival,7
Japan Airlines,Neutral,offer,7
Japan Airlines,Neutral,offered,7
Japan Airlines,Neutral,terminal,7
Japan Airlines,Neutral,full,7
Japan Airlines,Neutral,available,6
Japan Airlines,Neutral,later,6
Japan Airlines,Neutral,breakfast,6
Japan Airlines,Neutral,western,6
Japan Airlines,Neutral,domestic,6
Japan Airlines,Neutral,luggage,6
Japan Airlines,Neutral,next,6
Japan Airlines,Neutral,attendants,6
Japan Airlines,Neutral,counter,6
Japan Airlines,Neutral,order,6
Japan Airlines,Neutral,disappointed,6
Japan Airlines,Neutral,route,6
Japan Airlines,Neutral,person,6
Japan Airlines,Neutral,well,6
Japan Airlines,Neutral,gave,6
Japan Airlines,Neutral,really,6
Japan Airlines,Neutral,book,6
Japan Airlines,Neutral,reason,6
Japan Airlines,Neutral,small,6
Japan Airlines,Neutral,quite,6
Japan Airlines,Neutral,called,6
Japan Airlines,Neutral,phone,6
Japan Airlines,Neutral,cancelled,6
Japan Airlines,Neutral,air,6
Japan Airlines,Neutral,board,6
Japan Airlines,Neutral,take,6
Japan Airlines,Neutral,put,6
Japan Airlines,Neutral,main,5
Japan Airlines,Neutral,something,5
Japan Airlines,Neutral,ask,5
Japan Airlines,Neutral,lunch,5
Japan Airlines,Neutral,long,5
Japan Airlines,Neutral,landing,5
Japan Airlines,Neutral,sleep,5
Japan Airlines,Neutral,hot,5
Japan Airlines,Neutral,boarding,5
Japan Airlines,Neutral,bus,5
Japan Airlines,Neutral,seating,5
Japan Airlines,Neutral,find,5
Japan Airlines,Neutral,meals,5
Japan Airlines,Neutral,final,5
Japan Airlines,Neutral,overall,5
Japan Airlines,Neutral,else,5
Japan Airlines,Neutral,travel,5
Japan Airlines,Neutral,problem,5
Japan Airlines,Neutral,waiting,5
Japan Airlines,Neutral,together,5
Japan Airlines,Neutral,went,5
Japan Airlines,Neutral,system,5
Japan Airlines,Neutral,change,5
Japan Airlines,Neutral,make,5
Japan Airlines,Neutral,much,5
Japan Airlines,Neutral,know,5
Japan Airlines,Neutral,york,5
Japan Airlines,Neutral,earlier,5
Japan Airlines,Neutral,test,5
Japan Airlines,Neutral,manager,5
Japan Airlines,Neutral,away,5
Japan Airlines,Neutral,say,5
Japan Airlines,Neutral,better,5
Japan Airlines,Neutral,transfer,5
Japan Airlines,Neutral,day,5
Japan Airlines,Neutral,tablet,5
Japan Airlines,Neutral,name,5
Japan Airlines,Neutral,email,5
Japan Airlines,Neutral,credit,5
Japan Airlines,Neutral,however,5
Japan Airlines,Neutral,home,5
Japan Airlines,Neutral,wait,5
Japan Airlines,Neutral,aircraft,5
Japan Airlines,Neutral,melbourne,5
Japan Airlines,Neutral,middle,5
Japan Airlines,Neutral,list,5
Japan Airlines,Neutral,night,5
Japan Airlines,Neutral,announcements,4
Japan Airlines,Neutral,english,4
Japan Airlines,Neutral,choices,4
Japan Airlines,Neutral,curry,4
Japan Airlines,Neutral,tea,4
Japan Airlines,Neutral,coffee,4
Japan Airlines,Neutral,eat,4
Japan Airlines,Neutral,overnight,4
Japan Airlines,Neutral,nearly,4
Japan Airlines,Neutral,across,4
Japan Airlines,Neutral,old,4
Japan Airlines,Neutral,entire,4
Japan Airlines,Neutral,think,4
Japan Airlines,Neutral,needed,4
Japan Airlines,Neutral,anything,4
Japan Airlines,Neutral,use,4
Japan Airlines,Neutral,attendant,4
Japan Airlines,Neutral,happened,4
Japan Airlines,Neutral,especially,4
Japan Airlines,Neutral,family,4
Japan Airlines,Neutral,absolutely,4
Japan Airlines,Neutral,trip,4
Japan Airlines,Neutral,snacks,4
Japan Airlines,Neutral,delayed,4
Japan Airlines,Neutral,showed,4
Japan Airlines,Neutral,seemed,4
Japan Airlines,Neutral,additional,4
Japan Airlines,Neutral,qantas,4
Japan Airlines,Neutral,morning,4
Japan Airlines,Neutral,look,4
Japan Airlines,Neutral,screen,4
Japan Airlines,Neutral,please,4
Japan Airlines,Neutral,everything,4
Japan Airlines,Neutral,little,4
Japan Airlines,Neutral,someone,4
Japan Airlines,Neutral,different,4
Japan Airlines,Neutral,france,4
Japan Airlines,Neutral,getting,4
Japan Airlines,Neutral,least,4
Japan Airlines,Neutral,effort,4
Japan Airlines,Neutral,taken,4
Japan Airlines,Neutral,money,4
Japan Airlines,Neutral,flew,4
Japan Airlines,Neutral,second,4
Japan Airlines,Neutral,issue,4
Japan Airlines,Neutral,instead,4
Japan Airlines,Neutral,group,4
Japan Airlines,Neutral,menu,4
Japan Airlines,Neutral,sydney,4
Japan Airlines,Neutral,refused,3
Japan Airlines,Neutral,choice,3
Japan Airlines,Neutral,times,3
Japan Airlines,Neutral,tray,3
Japan Airlines,Neutral,kept,3
Japan Airlines,Neutral,empty,3
Japan Airlines,Neutral,recommend,3
Japan Airlines,Neutral,uncomfortable,3
Japan Airlines,Neutral,ordered,3
Japan Airlines,Neutral,option,3
Japan Airlines,Neutral,beef,3
Japan Airlines,Neutral,mins,3
Japan Airlines,Neutral,disappeared,3
Japan Airlines,Neutral,nothing,3
Japan Airlines,Neutral,efficient,3
Japan Airlines,Neutral,captain,3
Japan Airlines,Neutral,received,3
Japan Airlines,Neutral,almost,3
Japan Airlines,Neutral,takeoff,3
Japan Airlines,Neutral,water,3
Japan Airlines,Neutral,bottle,3
Japan Airlines,Neutral,serve,3
Japan Airlines,Neutral,already,3
Japan Airlines,Neutral,point,3
Japan Airlines,Neutral,destination,3
Japan Airlines,Neutral,quality,3
Japan Airlines,Neutral,chicago,3
Japan Airlines,Neutral,daughter,3
Japan Airlines,Neutral,actually,3
Japan Airlines,Neutral,give,3
Japan Airlines,Neutral,ice,3
Japan Airlines,Neutral,cream,3
Japan Airlines,Neutral,every,3
Japan Airlines,Neutral,special,3
Japan Airlines,Neutral,everyone,3
Japan Airlines,Neutral,bland,3
Japan Airlines,Neutral,without,3
Japan Airlines,Neutral,yet,3
Japan Airlines,Neutral,worst,3
Japan Airlines,Neutral,ife,3
Japan Airlines,Neutral,plan,3
Japan Airlines,Neutral,may,3
Japan Airlines,Neutral,allow,3
Japan Airlines,Neutral,assigned,3
Japan Airlines,Neutral,try,3
Japan Airlines,Neutral,agent,3
Japan Airlines,Neutral,want,3
Japan Airlines,Neutral,found,3
Japan Airlines,Neutral,employee,3
Japan Airlines,Neutral,felt,3
Japan Airlines,Neutral,understand,3
Japan Airlines,Neutral,wine,3
Japan Airlines,Neutral,used,3
Japan Airlines,Neutral,booked,3
Japan Airlines,Neutral,jfk,3
Japan Airlines,Neutral,days,3
Japan Airlines,Neutral,paid,3
Japan Airlines,Neutral,informed,3
Japan Airlines,Neutral,checked,3
Japan Airlines,Neutral,tell,3
Japan Airlines,Neutral,avoid,3
Japan Airlines,Neutral,apology,3
Japan Airlines,Neutral,parents,3
Japan Airlines,Neutral,vacation,3
Japan Airlines,Neutral,prior,3
Japan Airlines,Neutral,transit,3
Japan Airlines,Neutral,refund,3
Japan Airlines,Neutral,stay,3
Japan Airlines,Neutral,minute,3
Japan Airlines,Neutral,flying,3
Japan Airlines,Neutral,let,3
Japan Airlines,Neutral,row,3
Japan Airlines,Neutral,see,3
Japan Airlines,Neutral,open,3
Japan Airlines,Neutral,closed,3
Japan Airlines,Neutral,narrow,3
Japan Airlines,Neutral,slow,3
Japan Airlines,Neutral,cdg,3
Japan Airlines,Neutral,need,3
Japan Airlines,Neutral,french,3
Japan Airlines,Neutral,spain,3
Japan Airlines,Neutral,transferring,3
Japan Airlines,Neutral,requiring,3
Japan Airlines,Neutral,following,3
Japan Airlines,Neutral,whole,3
Japan Airlines,Neutral,journey,3
Japan Airlines,Neutral,cannot,3
Japan Airlines,Neutral,online,3
Japan Airlines,Neutral,flat,3
Japan Airlines,Neutral,nice,3
Japan Airlines,Neutral,designed,3
Japan Airlines,Neutral,others,3
Japan Airlines,Neutral,polite,3
Japan Airlines,Neutral,ground,3
Japan Airlines,Neutral,offers,3
Japan Airlines,Neutral,chi,3
Japan Airlines,Neutral,minh,3
Japan Airlines,Neutral,city,3
Japan Airlines,Neutral,whilst,3
Japan Airlines,Neutral,nrt,3
Japan Airlines,Neutral,departed,3
Japan Airlines,Neutral,waited,3
Japan Airlines,Neutral,period,3
Japan Airlines,Neutral,kid,3
Japan Airlines,Neutral,ran,3
Japan Airlines,Neutral,line,3
Japan Airlines,Neutral,hotel,3
Japan Airlines,Neutral,course,3
Japan Airlines,Neutral,delays,3
Japan Airlines,Neutral,expedia,3
Japan Airlines,Neutral,customers,3
Japan Airlines,Neutral,requests,3
Japan Airlines,Neutral,vegetarian,3
Japan Airlines,Neutral,options,3
Japan Airlines,Neutral,soft,3
Japan Airlines,Neutral,window,3
Japan Airlines,Neutral,standard,3
Japan Airlines,Neutral,security,3
Japan Airlines,Neutral,departure,3
Japan Airlines,Neutral,airplane,3
Japan Airlines,Neutral,stuck,3
Japan Airlines,Neutral,number,3
Japan Airlines,Neutral,temperature,3
Japan Airlines,Neutral,stewards,2
Japan Airlines,Neutral,announced,2
Japan Airlines,Neutral,based,2
Japan Airlines,Neutral,thought,2
Japan Airlines,Neutral,three,2
Japan Airlines,Neutral,cup,2
Japan Airlines,Neutral,cared,2
Japan Airlines,Neutral,passing,2
Japan Airlines,Neutral,looking,2
Japan Airlines,Neutral,sky,2
Japan Airlines,Neutral,suite,2
Japan Airlines,Neutral,rest,2
Japan Airlines,Neutral,demand,2
Japan Airlines,Neutral,rare,2
Japan Airlines,Neutral,improved,2
Japan Airlines,Neutral,noodles,2
Japan Airlines,Neutral,cheese,2
Japan Airlines,Neutral,haul,2
Japan Airlines,Neutral,friendly,2
Japan Airlines,Neutral,lights,2
Japan Airlines,Neutral,ridiculous,2
Japan Airlines,Neutral,trying,2
Japan Airlines,Neutral,vaguely,2
Japan Airlines,Neutral,anyway,2
Japan Airlines,Neutral,information,2
Japan Airlines,Neutral,throughout,2
Japan Airlines,Neutral,enough,2
Japan Airlines,Neutral,certainly,2
Japan Airlines,Neutral,compared,2
Japan Airlines,Neutral,boeing,2
Japan Airlines,Neutral,member,2
Japan Airlines,Neutral,scheduled,2
Japan Airlines,Neutral,operated,2
Japan Airlines,Neutral,sat,2
Japan Airlines,Neutral,galley,2
Japan Airlines,Neutral,lack,2
Japan Airlines,Neutral,attention,2
Japan Airlines,Neutral,frankfurt,2
Japan Airlines,Neutral,outside,2
Japan Airlines,Neutral,ignored,2
Japan Airlines,Neutral,slept,2
Japan Airlines,Neutral,woke,2
Japan Airlines,Neutral,mini,2
Japan Airlines,Neutral,remainder,2
Japan Airlines,Neutral,forget,2
Japan Airlines,Neutral,head,2
Japan Airlines,Neutral,apologize,2
Japan Airlines,Neutral,wanted,2
Japan Airlines,Neutral,landed,2
Japan Airlines,Neutral,extremely,2
Japan Airlines,Neutral,experienced,2
Japan Airlines,Neutral,year,2
Japan Airlines,Neutral,along,2
Japan Airlines,Neutral,husband,2
Japan Airlines,Neutral,either,2
Japan Airlines,Neutral,sitting,2
Japan Airlines,Neutral,right,2
Japan Airlines,Neutral,single,2
Japan Airlines,Neutral,proper,2
Japan Airlines,Neutral,helpful,2
Japan Airlines,Neutral,communicate,2
Japan Airlines,Neutral,awful,2
Japan Airlines,Neutral,unfortunately,2
Japan Airlines,Neutral,wonderful,2
Japan Airlines,Neutral,unless,2
Japan Airlines,Neutral,wife,2
Japan Airlines,Neutral,unable,2
Japan Airlines,Neutral,anyone,2
Japan Airlines,Neutral,expensive,2
Japan Airlines,Neutral,worse,2
Japan Airlines,Neutral,regular,2
Japan Airlines,Neutral,fluency,2
Japan Airlines,Neutral,disappointing,2
Japan Airlines,Neutral,kind,2
Japan Airlines,Neutral,snack,2
Japan Airlines,Neutral,started,2
Japan Airlines,Neutral,sweating,2
Japan Airlines,Neutral,movies,2
Japan Airlines,Neutral,difficult,2
Japan Airlines,Neutral,excellent,2
Japan Airlines,Neutral,big,2
Japan Airlines,Neutral,disappointment,2
Japan Airlines,Neutral,portions,2
Japan Airlines,Neutral,fact,2
Japan Airlines,Neutral,expect,2
Japan Airlines,Neutral,okay,2
Japan Airlines,Neutral,configuration,2
Japan Airlines,Neutral,rubbish,2
Japan Airlines,Neutral,points,2
Japan Airlines,Neutral,tried,2
Japan Airlines,Neutral,catch,2
Japan Airlines,Neutral,covid,2
Japan Airlines,Neutral,fake,2
Japan Airlines,Neutral,speak,2
Japan Airlines,Neutral,alternatives,2
Japan Airlines,Neutral,couple,2
Japan Airlines,Neutral,fault,2
Japan Airlines,Neutral,purchasing,2
Japan Airlines,Neutral,massive,2
Japan Airlines,Neutral,case,2
Japan Airlines,Neutral,meant,2
Japan Airlines,Neutral,walk,2
Japan Airlines,Neutral,seattle,2
Japan Airlines,Neutral,disaster,2
Japan Airlines,Neutral,paris,2
Japan Airlines,Neutral,stated,2
Japan Airlines,Neutral,site,2
Japan Airlines,Neutral,conditions,2
Japan Airlines,Neutral,confused,2
Japan Airlines,Neutral,team,2
Japan Airlines,Neutral,possible,2
Japan Airlines,Neutral,sure,2
Japan Airlines,Neutral,airports,2
Japan Airlines,Neutral,response,2
Japan Airlines,Neutral,embassy,2
Japan Airlines,Neutral,suggested,2
Japan Airlines,Neutral,hoping,2
Japan Airlines,Neutral,situation,2
Japan Airlines,Neutral,hare,2
Japan Airlines,Neutral,realize,2
Japan Airlines,Neutral,leg,2
Japan Airlines,Neutral,american,2
Japan Airlines,Neutral,personally,2
Japan Airlines,Neutral,sent,2
Japan Airlines,Neutral,section,2
Japan Airlines,Neutral,requested,2
Japan Airlines,Neutral,charged,2
Japan Airlines,Neutral,misleading,2
Japan Airlines,Neutral,care,2
Japan Airlines,Neutral,vancouver,2
Japan Airlines,Neutral,weather,2
Japan Airlines,Neutral,voucher,2
Japan Airlines,Neutral,uneventful,2
Japan Airlines,Neutral,inflight,2
Japan Airlines,Neutral,mostly,2
Japan Airlines,Neutral,run,2
Japan Airlines,Neutral,min,2
Japan Airlines,Neutral,fine,2
Japan Airlines,Neutral,upon,2
Japan Airlines,Neutral,maintenance,2
Japan Airlines,Neutral,previous,2
Japan Airlines,Neutral,place,2
Japan Airlines,Neutral,arrive,2
Japan Airlines,Neutral,worry,2
Japan Airlines,Neutral,taipei,2
Japan Airlines,Neutral,arriving,2
Japan Airlines,Neutral,surprising,2
Japan Airlines,Neutral,area,2
Japan Airlines,Neutral,fight,2
Japan Airlines,Neutral,typical,2
Japan Airlines,Neutral,means,2
Japan Airlines,Neutral,stop,2
Japan Airlines,Neutral,address,2
Japan Airlines,Neutral,short,2
Japan Airlines,Neutral,inconvenience,2
Japan Airlines,Neutral,runway,2
Japan Airlines,Neutral,show,2
Japan Airlines,Neutral,pretty,2
Japan Airlines,Neutral,osaka,2
Japan Airlines,Neutral,carriers,2
Japan Airlines,Neutral,space,2
Japan Airlines,Neutral,welcome,2
Japan Airlines,Neutral,pacific,2
Japan Airlines,Neutral,purchased,2
Japan Airlines,Neutral,advance,2
Japan Airlines,Neutral,mention,2
Japan Airlines,Neutral,aisle,2
Japan Airlines,Neutral,segment,2
Japan Airlines,Neutral,remaining,2
Japan Airlines,Neutral,presumed,2
Japan Airlines,Neutral,within,2
Japan Airlines,Neutral,fast,2
Japan Airlines,Neutral,clean,2
Japan Airlines,Neutral,recline,2
Japan Airlines,Neutral,far,2
Japan Airlines,Neutral,leaves,2
Japan Airlines,Neutral,poor,2
Japan Airlines,Neutral,spend,2
Japan Airlines,Neutral,buy,2
Japan Airlines,Neutral,high,2
Japan Airlines,Neutral,members,2
Japan Airlines,Neutral,outdated,2
Japan Airlines,Neutral,average,2
Japan Airlines,Neutral,january,2
Japan Airlines,Neutral,snow,2
Japan Airlines,Neutral,bag,2
Japan Airlines,Neutral,drawing,2
Japan Airlines,Neutral,lucky,2
Japan Airlines,Neutral,local,2
Japan Airlines,Neutral,half,2
Japan Airlines,Neutral,desk,2
Japan Airlines,Neutral,best,2
Japan Airlines,Neutral,prices,2
Japan Airlines,Neutral,paying,2
Japan Airlines,Neutral,card,2
Japan Airlines,Neutral,particular,2
Japan Airlines,Neutral,attitude,2
Japan Airlines,Neutral,six,2
Japan Airlines,Neutral,types,2
Japan Airlines,Neutral,including,2
Japan Airlines,Neutral,sake,2
Japan Airlines,Neutral,acceptable,2
Japan Airlines,Neutral,hard,2
Japan Airlines,Neutral,singapore,2
Japan Airlines,Neutral,relatively,2
Japan Airlines,Neutral,departing,2
Japan Airlines,Neutral,directed,2
Japan Airlines,Neutral,turned,2
Japan Airlines,Neutral,disorganised,2
Japan Airlines,Neutral,schedule,2
Japan Airlines,Neutral,expected,2
Japan Airlines,Neutral,primarily,1
Japan Airlines,Neutral,barely,1
Japan Airlines,Neutral,spoke,1
Japan Airlines,Neutral,understood,1
Japan Airlines,Neutral,bare,1
Japan Airlines,Neutral,eating,1
Japan Airlines,Neutral,politely,1
Japan Airlines,Neutral,pastry,1
Japan Airlines,Neutral,chose,1
Japan Airlines,Neutral,retrieve,1
Japan Airlines,Neutral,attempt,1
Japan Airlines,Neutral,grab,1
Japan Airlines,Neutral,mediocre,1
Japan Airlines,Neutral,iii,1
Japan Airlines,Neutral,tight,1
Japan Airlines,Neutral,claustrophobic,1
Japan Airlines,Neutral,cooked,1
Japan Airlines,Neutral,reheating,1
Japan Airlines,Neutral,longer,1
Japan Airlines,Neutral,offerings,1
Japan Airlines,Neutral,included,1
Japan Airlines,Neutral,stodgy,1
Japan Airlines,Neutral,vegetable,1
Japan Airlines,Neutral,settled,1
Japan Airlines,Neutral,ham,1
Japan Airlines,Neutral,panini,1
Japan Airlines,Neutral,meet,1
Japan Airlines,Neutral,expectation,1
Japan Airlines,Neutral,respond,1
Japan Airlines,Neutral,ordering,1
Japan Airlines,Neutral,etc,1
Japan Airlines,Neutral,finished,1
Japan Airlines,Neutral,resembling,1
Japan Airlines,Neutral,choose,1
Japan Airlines,Neutral,pointed,1
Japan Airlines,Neutral,lasagna,1
Japan Airlines,Neutral,orders,1
Japan Airlines,Neutral,inaudible,1
Japan Airlines,Neutral,cockpit,1
Japan Airlines,Neutral,shambles,1
Japan Airlines,Neutral,buses,1
Japan Airlines,Neutral,taking,1
Japan Airlines,Neutral,provided,1
Japan Airlines,Neutral,updates,1
Japan Airlines,Neutral,rather,1
Japan Airlines,Neutral,basic,1
Japan Airlines,Neutral,product,1
Japan Airlines,Neutral,similar,1
Japan Airlines,Neutral,length,1
Japan Airlines,Neutral,countries,1
Japan Airlines,Neutral,style,1
Japan Airlines,Neutral,denied,1
Japan Airlines,Neutral,access,1
Japan Airlines,Neutral,status,1
Japan Airlines,Neutral,frequent,1
Japan Airlines,Neutral,flyer,1
Japan Airlines,Neutral,lunchtime,1
Japan Airlines,Neutral,hrs,1
Japan Airlines,Neutral,quick,1
Japan Airlines,Neutral,appear,1
Japan Airlines,Neutral,often,1
Japan Airlines,Neutral,happens,1
Japan Airlines,Neutral,silent,1
Japan Airlines,Neutral,astonishing,1
Japan Airlines,Neutral,picked,1
Japan Airlines,Neutral,trash,1
Japan Airlines,Neutral,napkins,1
Japan Airlines,Neutral,might,1
Japan Airlines,Neutral,disturb,1
Japan Airlines,Neutral,walked,1
Japan Airlines,Neutral,willingly,1
Japan Airlines,Neutral,button,1
Japan Airlines,Neutral,anytime,1
Japan Airlines,Neutral,astonished,1
Japan Airlines,Neutral,pretended,1
Japan Airlines,Neutral,guessed,1
Japan Airlines,Neutral,elapsed,1
Japan Airlines,Neutral,hungry,1
Japan Airlines,Neutral,ones,1
Japan Airlines,Neutral,flown,1
Japan Airlines,Neutral,internationally,1
Japan Airlines,Neutral,initial,1
Japan Airlines,Neutral,nicest,1
Japan Airlines,Neutral,split,1
Japan Airlines,Neutral,cried,1
Japan Airlines,Neutral,upset,1
Japan Airlines,Neutral,passed,1
Japan Airlines,Neutral,excuse,1
Japan Airlines,Neutral,disgusting,1
Japan Airlines,Neutral,animal,1
Japan Airlines,Neutral,distinguishable,1
Japan Airlines,Neutral,fish,1
Japan Airlines,Neutral,sauce,1
Japan Airlines,Neutral,raw,1
Japan Airlines,Neutral,onion,1
Japan Airlines,Neutral,pepper,1
Japan Airlines,Neutral,salad,1
Japan Airlines,Neutral,berate,1
Japan Airlines,Neutral,allowed,1
Japan Airlines,Neutral,switch,1
Japan Airlines,Neutral,trade,1
Japan Airlines,Neutral,man,1
Japan Airlines,Neutral,bulk,1
Japan Airlines,Neutral,alone,1
Japan Airlines,Neutral,seems,1
Japan Airlines,Neutral,holding,1
Japan Airlines,Neutral,providing,1
Japan Airlines,Neutral,worn,1
Japan Airlines,Neutral,technical,1
Japan Airlines,Neutral,wondering,1
Japan Airlines,Neutral,communication,1
Japan Airlines,Neutral,baggage,1
Japan Airlines,Neutral,procedures,1
Japan Airlines,Neutral,mainly,1
Japan Airlines,Neutral,customs,1
Japan Airlines,Neutral,procedure,1
Japan Airlines,Neutral,properly,1
Japan Airlines,Neutral,kentucky,1
Japan Airlines,Neutral,fried,1
Japan Airlines,Neutral,chicken,1
Japan Airlines,Neutral,children,1
Japan Airlines,Neutral,pushed,1
Japan Airlines,Neutral,ticketing,1
Japan Airlines,Neutral,instructed,1
Japan Airlines,Neutral,trips,1
Japan Airlines,Neutral,treated,1
Japan Airlines,Neutral,poorly,1
Japan Airlines,Neutral,corporate,1
Japan Airlines,Neutral,culture,1
Japan Airlines,Neutral,encourage,1
Japan Airlines,Neutral,solving,1
Japan Airlines,Neutral,example,1
Japan Airlines,Neutral,liked,1
Japan Airlines,Neutral,raved,1
Japan Airlines,Neutral,documentary,1
Japan Airlines,Neutral,watch,1
Japan Airlines,Neutral,part,1
Japan Airlines,Neutral,indonesia,1
Japan Airlines,Neutral,mushy,1
Japan Airlines,Neutral,confusing,1
Japan Airlines,Neutral,fusion,1
Japan Airlines,Neutral,failed,1
Japan Airlines,Neutral,capture,1
Japan Airlines,Neutral,elements,1
Japan Airlines,Neutral,tasty,1
Japan Airlines,Neutral,spacious,1
Japan Airlines,Neutral,warm,1
Japan Airlines,Neutral,stuffy,1
Japan Airlines,Neutral,interrupting,1
Japan Airlines,Neutral,announcement,1
Japan Airlines,Neutral,disrupt,1
Japan Airlines,Neutral,listen,1
Japan Airlines,Neutral,undistinguished,1
Japan Airlines,Neutral,noises,1
Japan Airlines,Neutral,positive,1
Japan Airlines,Neutral,side,1
Japan Airlines,Neutral,thin,1
Japan Airlines,Neutral,mattress,1
Japan Airlines,Neutral,recent,1
Japan Airlines,Neutral,releases,1
Japan Airlines,Neutral,headphones,1
Japan Airlines,Neutral,noise,1
Japan Airlines,Neutral,cancelling,1
Japan Airlines,Neutral,october,1
Japan Airlines,Neutral,decided,1
Japan Airlines,Neutral,simple,1
Japan Airlines,Neutral,easy,1
Japan Airlines,Neutral,regulations,1
Japan Airlines,Neutral,postponed,1
Japan Airlines,Neutral,charge,1
Japan Airlines,Neutral,supervisor,1
Japan Airlines,Neutral,confirmed,1
Japan Airlines,Neutral,double,1
Japan Airlines,Neutral,receipt,1
Japan Airlines,Neutral,payment,1
Japan Airlines,Neutral,answer,1
Japan Airlines,Neutral,says,1
Japan Airlines,Neutral,walks,1
Japan Airlines,Neutral,looks,1
Japan Airlines,Neutral,attend,1
Japan Airlines,Neutral,brother,1
Japan Airlines,Neutral,graduation,1
Japan Airlines,Neutral,canada,1
Japan Airlines,Neutral,required,1
Japan Airlines,Neutral,malaysia,1
Japan Airlines,Neutral,assisting,1
Japan Airlines,Neutral,compensation,1
Japan Airlines,Neutral,immediate,1
Japan Airlines,Neutral,months,1
Japan Airlines,Neutral,cancellation,1
Japan Airlines,Neutral,notice,1
Japan Airlines,Neutral,calls,1
Japan Airlines,Neutral,works,1
Japan Airlines,Neutral,hug,1
Japan Airlines,Neutral,typically,1
Japan Airlines,Neutral,nightmare,1
Japan Airlines,Neutral,count,1
Japan Airlines,Neutral,bidets,1
Japan Airlines,Neutral,constantly,1
Japan Airlines,Neutral,worked,1
Japan Airlines,Neutral,exhibited,1
Japan Airlines,Neutral,antiquated,1
Japan Airlines,Neutral,futurism,1
Japan Airlines,Neutral,unlike,1
Japan Airlines,Neutral,modern,1
Japan Airlines,Neutral,airplanes,1
Japan Airlines,Neutral,plug,1
Japan Airlines,Neutral,laptop,1
Japan Airlines,Neutral,ended,1
Japan Airlines,Neutral,work,1
Japan Airlines,Neutral,ending,1
Japan Airlines,Neutral,kenneth,1
